CACO2	COLO201
PKHD1	3.600899118	3.432355534
PKIA	4.325434537	7.260754613
PKIB	7.088057799	6.326957582
PKIG	8.026215617	6.200762782
PKLR	4.948417007	5.077140547
PKMYT1	8.302741682	8.78356457
PKN1	6.734508331	6.651012361
PKN2	8.433906322	7.759435457
PKN3	6.147936283	6.786532598
PKNOX1	6.704925215	7.818995962
PKP1	5.088579675	7.993270329
PKP2	9.843103076	6.424620947
PKP3	9.544768543	9.617217404
PKP4	5.909144805	5.337254521
PLA1A	4.319879829	4.032010043
PLA2G12A	7.411957557	8.261427869
PLA2G12B	5.318364032	3.986711448
PLA2G2A	6.554227686	11.17262738
PLA2G2E	4.480910656	4.560920148
PLA2G2F	4.456218378	5.197796793
PLA2G3	5.367571557	5.378776347
PLA2G4C	3.975591908	4.29491874
PLA2G6	5.59739887	5.863629279
PLA2G7	3.931635987	3.96514749
PLA2R1	3.318380655	3.342454637
PLAA	4.403487543	5.681507755
PLAC1	7.175335733	6.163658143
PLAC4	5.096881796	4.95078591
PLAC8	6.805252454	9.55720187
PLAG1	4.054395273	5.348338452
PLAGL1	3.311951193	3.857482573
PLAGL2	8.326367137	7.910141156
PLAT	3.649867783	3.720932797
PLAU	5.353520808	7.259706906
PLAUR	5.972798006	7.435193996
PLCB1	9.642616678	8.409885347
PLCB2	7.052583904	6.579157944
PLCB3	7.432463138	7.353746136
PLCB4	5.945205493	3.879153821
PLCD1	6.81709453	6.697758185
PLCE1	6.994847455	4.259122017
PLCG1	8.242132321	8.462039402
PLCG2	6.429196358	7.47615591
PLCL1	3.311518456	3.280608906
PLCXD2	5.813886186	6.374021284
PLD1	6.036653761	6.873820449
PLD2	7.317076048	7.192236399
PLD3	7.134148708	7.045431768
PLEK	4.464178719	5.173855374
PLEK2	8.481515053	9.745141614
PLEKHA1	8.050153038	7.235522264
PLEKHA4	4.814143756	5.496381161
PLEKHA5	8.349999413	7.756467582
PLEKHA6	5.677698005	6.974075562
PLEKHA8	4.154719424	4.12486996
PLEKHB1	5.087949647	8.553986025
PLEKHB2	9.5061259	8.699681939
PLEKHF1	6.415484029	6.628377605
PLEKHF2	6.75576187	6.219100174
PLEKHG2	5.864006264	5.767073367
PLEKHG5	5.554673113	6.053009192
PLEKHG6	8.475268532	7.247469209
PLEKHH2	3.474016168	3.3569396
PLEKHH3	7.060935652	6.456578644
PLEKHJ1	9.111358306	8.909774123
PLEKHN1	6.428049082	6.540294842
PLEKHO1	5.963238217	4.778286854
PLK1	6.65701432	6.576839449
PLK2	7.079121164	7.250710716
PLK3	6.039445793	5.960348516
PLK4	7.457822733	7.271720202
PLOD1	8.578921705	8.391696134
PLOD2	8.780251585	7.998191532
PLOD3	9.663660968	9.216880015
PLP2	9.544877356	10.79920563
PLS1	9.687986325	10.5373632
PLS3	11.87840167	10.20944924
PLSCR1	8.719271551	8.768688037
PLSCR2	4.023806353	3.869531876
PLSCR4	6.524045453	6.692649045
PLTP	6.739593095	4.368163416
PLXDC1	4.119343306	4.188152799
PLXDC2	3.728984349	3.965777838
PLXNB1	7.093989804	7.090771268
PLXNB3	4.561170475	5.019868455
PLXNC1	7.795893697	4.20122159
PLXND1	6.795465934	4.811331073
PMAIP1	6.778848761	9.370515251
PMCH	4.533087684	4.090835628
PMF1	8.412753599	8.75469808
PML	5.574223345	6.710037396
PMM1	7.574314519	7.612238409
PMM2	8.706117475	8.895445602
PMP22	5.454652667	4.732272818
PMPCB	4.066249878	4.802583163
PMS1	4.243669194	3.983897178
PMVK	8.020340425	9.052825949
PNCK	5.166009931	5.31003674
PNKD	8.189516197	7.451054059
PNKP	7.916709095	7.857978294
PNLDC1	4.197177562	4.177166081
PNLIPRP2	3.793945577	3.538765582
PNMA1	8.70990009	8.350572359
PNMA2	4.58173497	3.621288707
PNMA3	5.828547778	5.672892945
PNMT	6.320259741	6.734021526
PNN	8.948148248	9.0740151
PNPLA2	3.783213289	4.110722941
PNPLA4	7.194777341	8.409588522
PNPT1	10.36925597	9.521534257
PNRC1	7.346364307	7.10707925
PNRC2	6.898174096	6.6752559
PODXL	11.14499271	6.201796211
PODXL2	6.075879213	5.684134614
POF1B	6.552249896	6.889034042
POFUT1	7.770405396	7.546572219
POFUT2	7.686794932	7.120499488
POGK	6.977593347	7.373675018
POGZ	7.110677168	6.772412978
POLA2	7.368316385	8.032666071
POLB	9.276943241	9.02501014
POLD1	8.020848829	8.195261434
POLD2	9.019875816	8.612804612
POLD3	9.018566182	8.513798355
POLD4	7.335423437	8.936528841
POLDIP3	5.825152405	5.903020256
POLE	8.072683481	7.989495005
POLE3	8.849432827	9.384108479
POLE4	8.770411656	8.781560883
POLG	8.538810141	8.138973309
POLG2	7.586323141	7.682265136
POLH	6.021059828	6.149240447
POLI	6.378581585	6.016588933
POLL	7.063731583	7.080160868
POLN	5.365203824	5.33087128
POLR1B	6.549351821	5.858720291
POLR2A	8.098973125	8.984899689
POLR2B	10.00970018	10.04826635
POLR2C	9.743121824	9.352054583
POLR2D	8.603842644	8.643016642
POLR2E	9.457425008	9.294150836
POLR2F	9.969006404	10.0241811
POLR2G	10.63137315	11.00474757
POLR2H	10.04186424	10.29219775
POLR2I	9.898216158	10.19003238
POLR2J	10.45142049	11.24165585
POLR2J2	7.124030972	7.530638751
POLR2K	10.30798906	10.85319953
POLR2L	11.36379239	12.05827372
POLR3A	7.784366482	7.527018794
POLR3B	8.463366251	7.894299219
POLR3C	7.691413995	6.93160499
POLR3D	7.06870948	6.648491609
POLR3E	7.134478702	7.91734577
POLR3F	7.006634738	7.048701455
POLR3GL	7.231656657	9.091293965
POLR3H	8.358063186	8.469599163
POLR3K	8.98579978	10.42682306
POLRMT	8.609779602	8.008289402
POM121	5.378403826	5.788031454
POMGNT1	7.085417997	7.332253665
POMT1	6.796190816	6.971302604
POMT2	6.634942424	6.884922893
POMZP3	7.030349846	8.713947116
PON1	4.072834383	4.71048577
PON2	9.810134514	9.982037626
PON3	8.316854	8.897493263
POP1	6.979679234	7.812796844
POP4	5.67119402	6.234310377
POP5	9.778179927	10.40965661
POP7	9.807531657	10.12706919
POPDC2	4.157291367	4.138664711
POPDC3	3.968097892	3.870422955
POR	8.080093086	7.764400084
PORCN	5.772283802	6.370237673
POT1	6.631195284	6.659116695
POU2AF1	4.833420564	8.187904977
POU2F1	8.085539317	8.716816849
POU2F2	6.085286411	6.396963598
POU2F3	3.134247088	3.327332394
POU3F1	4.748779912	4.889610178
POU3F2	4.380337887	4.326012811
POU3F3	3.937292915	4.267753653
POU4F1	6.025220305	3.795512254
POU4F3	3.649511896	3.853518176
POU6F1	4.183630079	3.918302416
POU6F2	3.928093741	3.976882322
PPA1	12.43185203	12.24572948
PPA2	8.743383005	10.06390349
PPAN	8.154310907	8.217096531
PPAP2B	8.757510025	7.67944342
PPAP2C	7.545290749	9.465550441
PPARA	6.145166026	7.60901323
PPARD	5.748782868	5.434372501
PPARG	7.248960314	8.898431147
PPARGC1A	3.738055763	7.406607943
PPARGC1B	6.853763088	4.309345732
PPAT	8.442426999	8.841472253
PPBP	3.421968945	3.34174283
PPCDC	7.355151812	8.303703852
PPEF1	4.013010892	3.908347034
PPEF2	3.242233801	3.239931132
PPFIA1	6.742340142	4.938831393
PPFIA3	6.044841971	6.589529517
PPFIBP1	6.044577423	4.752824481
PPHLN1	6.187474843	5.792735601
PPIA	9.783051167	10.28011012
PPIB	11.08630139	12.06473743
PPIC	10.57175984	9.729038887
PPID	4.449504282	7.096603795
PPIE	7.984558606	9.003528606
PPIF	8.908056624	8.204504814
PPIG	8.48984741	7.991433424
PPIH	9.408339967	10.16085537
PPIL1	9.417305893	9.052328519
PPIL2	4.23738679	4.695628325
PPIL3	8.388247538	9.804081138
PPIL6	3.658425265	3.836582138
PPL	9.336792036	8.42298955
PPM1A	5.698111587	6.439773392
PPM1B	9.009977686	7.998545866
PPM1D	8.195507916	8.05252877
PPM1E	3.354317007	3.367514003
PPM1F	4.95583664	4.219499021
PPM1G	9.673900717	8.992996915
PPM1J	5.825342189	5.513821322
PPM1K	7.55607165	3.591939172
PPM1M	5.891202873	5.856183106
PPME1	9.031044036	8.123649213
PPOX	4.065599918	4.034368222
PPP1CA	10.9676317	10.47327466
PPP1CB	9.065049123	10.19828669
PPP1CC	11.83841649	11.48799873
PPP1R10	5.921035749	5.994686798
PPP1R11	8.929914716	9.837613517
PPP1R12A	7.796659654	7.494383516
PPP1R12B	6.826034208	7.013473636
PPP1R12C	7.453857643	7.53532303
PPP1R13B	6.239329209	6.775085494
PPP1R13L	7.361263738	7.606609426
PPP1R14C	5.90467864	4.934458381
PPP1R14D	4.77305624	5.874814767
PPP1R15A	6.872968291	6.169000414
PPP1R15B	9.548552012	9.426462513
PPP1R16A	7.002405789	7.078193533
PPP1R16B	4.403531927	4.212672229
PPP1R1A	4.502068949	4.679503577
PPP1R1B	5.318823721	9.389624034
PPP1R2	10.6531664	9.78729337
PPP1R3B	8.004119391	7.173783432
PPP1R3C	4.094819549	4.08988396
PPP1R3D	7.036916918	7.652126211
PPP1R7	6.17430068	6.917752241
PPP1R8	9.09541168	9.933757735
PPP1R9A	8.538585241	3.29217419
PPP2CA	7.476920815	7.534806912
PPP2CB	11.24748834	9.550720618
PPP2R1A	7.93287764	8.034067833
PPP2R1B	7.461629687	5.980941283
PPP2R2A	7.371402427	7.156764409
PPP2R2B	6.694886222	4.478918587
PPP2R2C	4.213960536	8.810092452
PPP2R2D	5.69780817	6.599800225
PPP2R3A	7.392602991	6.361747155
PPP2R4	7.209656722	7.718746133
PPP2R5A	9.317604114	9.164270966
PPP2R5B	6.482553507	5.707559975
PPP2R5C	6.502791354	6.268429722
PPP2R5D	6.745412719	6.420592719
PPP2R5E	5.912892968	6.375965268
PPP3CA	9.377000787	9.513347159
PPP3CB	8.42494296	8.785902277
PPP3CC	6.39426751	5.847991617
PPP3R1	7.780934551	6.613989164
PPP4C	9.130023123	9.591021559
PPP4R1	9.744642828	8.72617055
PPP5C	7.445175331	6.724535101
PPP6C	7.102881665	7.330530386
PPRC1	8.532176973	7.798393703
PPT1	10.89307428	10.91607981
PPT2	8.229405693	7.430502627
PPWD1	8.509447969	7.88889655
PQBP1	9.307732415	9.643376577
PQLC1	7.368665477	7.718704846
PQLC2	6.961878792	6.582828528
PQLC3	7.945241625	8.225122514
PRAF2	6.515713794	6.984111345
PRAME	4.763357623	4.941510244
PRAP1	5.178026237	9.457842563
PRC1	10.13290792	10.19548337
PRCC	7.957580251	7.466874871
PRCP	10.35790768	8.945639639
PRDM1	5.060359388	5.755296378
PRDM10	7.221951309	7.198186201
PRDM11	6.725978123	5.961944431
PRDM12	6.368265368	6.018773361
PRDM15	5.835921407	6.314121403
PRDM16	3.347714409	3.885591895
PRDM2	6.486831239	6.5758822
PRDM4	7.584240946	7.878190467
PRDM5	4.434890134	3.363486459
PRDM7	3.718192776	3.660160467
PRDX1	12.15179516	12.26634363
PRDX2	8.601659168	8.720924926
PRDX3	11.57320954	11.1205764
PRDX4	11.61146633	11.54735198
PRDX6	12.22949935	11.09048075
PREB	8.78799374	8.818344062
PRELP	7.28036868	7.159142679
PREP	7.701337841	6.634200029
PREPL	8.226137255	7.554373278
PREX1	4.540675209	4.512816301
PRF1	5.618394982	8.491125203
PRG2	4.980763919	4.896379584
PRG4	3.208963354	3.176845608
PRICKLE1	3.782735184	3.946183162
PRICKLE2	6.254698344	5.057620245
PRIM1	9.097594834	9.086073666
PRKAA1	5.242238058	5.171565906
PRKAA2	6.253014539	3.321651676
PRKAB1	7.431403218	7.92845844
PRKAB2	6.861836614	5.126783261
PRKACA	5.315560508	4.715529723
PRKACB	3.796574739	4.642929118
PRKAG1	9.315940635	9.138146166
PRKAR1A	9.607556201	9.273848303
PRKAR1B	6.061581285	6.352768257
PRKAR2A	9.590208892	9.349384913
PRKAR2B	3.434050771	3.46781351
PRKCA	7.263500894	10.41432694
PRKCD	7.165575119	7.187733223
PRKCE	5.149598166	6.843269666
PRKCG	5.51448914	5.496035862
PRKCH	7.780680455	6.453094821
PRKCI	8.332871545	7.773150156
PRKCQ	5.996816577	6.683946961
PRKCSH	9.775008412	9.651605616
PRKCZ	8.524537273	8.231733195
PRKD1	3.653237576	3.56559516
PRKD2	7.259042629	7.284731888
PRKD3	8.822470807	8.010045994
PRKDC	8.416572199	8.226790236
PRKG1	4.339659923	4.397760244
PRKG2	4.318894071	4.882167067
PRKRA	9.199179392	8.965662058
PRKRIR	10.52926991	9.370426533
PRKX	6.933946866	7.512153113
PRKY	4.65725288	4.746803518
PRLR	3.363294009	3.83429827
PRMT1	11.21118652	10.86458818
PRMT2	6.118052842	7.585667469
PRMT3	8.893211805	9.127112852
PRMT5	8.270359876	8.48157582
PRMT7	7.912420299	6.970030411
PRNP	10.29424171	10.1614977
PROC	5.221769016	5.736556006
PROCA1	4.798759924	4.729548094
PROCR	5.995315868	7.754988587
PRODH	7.263316691	6.384313597
PROK1	4.72744551	4.790065161
PROM1	10.72746024	10.1515301
PROM2	3.69675202	10.07845027
PROS1	8.138563756	8.522669664
PROSC	7.515021223	7.109328628
PROX1	5.174979811	8.487253392
PROZ	5.296133572	5.105734755
PRPF18	5.726603982	4.433469031
PRPF19	10.41262135	10.20051512
PRPF3	8.049796467	8.542452298
PRPF31	7.59413865	6.974282579
PRPF38B	7.038321779	7.352065173
PRPF39	6.996254701	7.453947174
PRPF40B	6.944362488	7.159142171
PRPF4B	6.96005124	5.712614762
PRPF8	10.12201946	9.993141487
PRPH	6.808743882	5.918272084
PRPS1	7.867495641	7.558392426
PRPS1L1	3.947656085	3.927599275
PRPS2	6.147918576	7.130537803
PRPSAP1	6.198715918	5.966670576
PRPSAP2	8.739359607	8.569251445
PRR11	9.762647051	9.493752436
PRR3	7.21656124	6.616989161
PRR5	7.004685444	5.870109616
PRR7	5.740876767	6.815383138
PRRG1	8.638517382	7.571626079
PRRG2	6.037837151	6.205236007
PRRG4	8.84152772	8.270004002
PRRT1	5.636368903	4.549347861
PRRT2	5.585331423	5.229215929
PRRX1	4.539030576	4.664600043
PRRX2	6.304360434	6.345102818
PRSS1	6.438514351	6.711561268
PRSS12	3.564650761	4.041918117
PRSS16	6.687544894	7.693984252
PRSS21	4.22071776	4.339192223
PRSS22	7.458031706	6.826837917
PRSS23	11.13658754	7.779518505
PRSS27	3.879529778	3.961215383
PRSS3	7.798255614	10.3054265
PRSS35	7.578359087	3.323943627
PRSS8	8.770245844	6.765088237
PRTFDC1	9.911247647	8.445993695
PRTN3	3.932132219	4.152908136
PRUNE	8.058953422	8.752118898
PRX	3.459626319	3.781205211
PSAP	10.85536438	9.205624395
PSAT1	7.632560607	7.39769569
PSCA	4.729234131	4.864754129
PSD	6.141855102	6.274885362
PSD2	4.870879211	4.870917686
PSD3	6.403360965	8.16676294
PSD4	5.955160653	7.317073877
PSEN1	6.85026175	5.628042851
PSEN2	7.545021217	8.147487936
PSENEN	8.564431053	9.418661421
PSG9	4.98508595	4.579059768
PSKH1	6.901815527	6.675547397
PSMA1	10.87819305	11.47459975
PSMA2	11.56038015	11.31380898
PSMA3	11.26495902	11.06782924
PSMA4	11.27796115	11.47412852
PSMA5	9.534108036	9.989556812
PSMA6	11.38366076	11.53343792
PSMA7	10.56158126	10.44122262
PSMB1	11.63211056	11.4511155
PSMB10	8.759923208	9.671584426
PSMB2	10.09791487	11.15762394
PSMB3	11.82228998	11.98261627
PSMB4	7.72519054	7.84412054
PSMB5	10.28804767	10.22536511
PSMB6	10.67804474	11.38367563
PSMB7	4.829704401	4.628581839
PSMB8	6.545936098	9.102483309
PSMB9	6.980509439	8.423315887
PSMC1	10.45926729	10.49458942
PSMC2	7.024108583	7.319695923
PSMC3	10.28670169	10.420176
PSMC4	9.82340123	9.305189922
PSMC5	10.73915096	11.06776322
PSMC6	10.83712571	10.36271024
PSMD1	9.900801206	9.372727096
PSMD10	8.777514853	8.820359631
PSMD11	7.745315867	7.410994133
PSMD12	9.06526723	9.36351659
PSMD14	11.0904252	11.10975007
PSMD2	10.9958262	10.67737749
PSMD3	9.738209562	9.783189753
PSMD4	10.4773121	10.5111288
PSMD5	8.729388676	8.744556702
PSMD7	7.173566454	6.456278359
PSMD8	10.09563033	10.71320999
PSMD9	5.958184136	5.097889261
PSME1	10.27636654	11.03086712
PSME2	10.18322113	10.88082906
PSME3	7.929593937	7.990923165
PSME4	6.07760431	5.362564501
PSMF1	9.207045679	9.705960544
PSORS1C2	5.539488248	5.272805836
PSPH	8.750676941	8.115745554
PSPN	5.778942095	5.695914236
PSRC1	7.526201914	7.529753697
PSTPIP1	4.741031708	4.72933844
PSTPIP2	7.617849902	6.11414527
PTAFR	6.15770322	7.155769177
PTBP1	7.166610603	6.602514994
PTBP2	7.151398015	7.929536726
PTCD2	6.030128957	5.454231489
PTCH2	5.167473584	5.198241004
PTDSS1	10.27464616	10.27553259
PTDSS2	7.537813297	7.68424793
PTEN	9.18310917	10.63229428
PTER	7.962824726	7.676106096
PTGDS	5.999167493	6.353903796
PTGER1	5.856665582	5.844104597
PTGER2	3.952238384	3.877511608
PTGER3	4.310984964	4.599975145
PTGER4	3.423570739	5.524603929
PTGES	5.611524772	6.167164429
PTGES2	8.133580539	8.098058678
PTGES3	12.31429081	12.04963074
PTGFRN	6.282665779	7.551005374
PTGS1	3.980077547	4.202036351
PTGS2	8.005691397	2.965875356
PTHLH	3.939439042	3.318028528
PTK2	6.553054605	6.398169547
PTK6	3.77755391	7.861454116
PTK7	7.774347879	7.087117396
PTMA	11.23309793	12.37134908
PTMS	6.641207998	5.845372384
PTOV1	8.379372777	7.569559171
PTP4A1	8.995318496	9.695989816
PTP4A2	9.185818486	9.735030786
PTP4A3	5.372182102	5.5266749
PTPDC1	5.672282514	6.786499575
PTPN1	8.793197345	8.747863412
PTPN11	6.636111522	5.282389312
PTPN12	4.554035649	4.277716319
PTPN13	4.007241502	3.776818368
PTPN14	9.992110375	9.551214987
PTPN18	3.795941086	3.650868978
PTPN2	4.923978513	3.847449142
PTPN21	7.440984366	5.775268754
PTPN22	2.896096816	3.539605045
PTPN23	7.566650662	7.29379887
PTPN3	7.069461091	7.355198151
PTPN4	4.291686628	4.805202175
PTPN6	7.525229323	7.61981306
PTPN7	5.095152654	5.140300688
PTPN9	3.970201933	3.972622807
PTPRA	7.715586999	7.973731433
PTPRB	3.686260327	4.528413343
PTPRCAP	5.608090471	5.763174222
PTPRD	7.435408708	3.800052796
PTPRE	4.806775494	7.278661827
PTPRF	9.839057806	10.22218734
PTPRG	7.723271113	3.742422949
PTPRH	5.535474629	6.292287889
PTPRJ	7.114065785	9.080732575
PTPRK	10.09624297	8.290310102
PTPRM	8.603805378	5.784242272
PTPRN	4.843454874	4.797276277
PTPRN2	4.522532204	9.196480575
PTPRO	3.890387309	4.175558741
PTPRR	3.653023302	3.513221953
PTPRS	7.313580166	5.199274252
PTPRU	7.150384902	6.795530227
PTPRZ1	3.589099145	3.328812302
PTRF	9.952847199	6.170234519
PTRH2	9.399121895	9.637467948
PTS	10.25246221	10.05102073
PTTG1	11.52841898	11.50197715
PTTG1IP	11.20348522	11.00751953
PTTG2	3.554597799	3.74806568
PTX3	3.553598683	3.267573553
PUM1	8.634706506	8.969236007
PUM2	9.677913333	9.59106234
PURA	9.444384059	9.112959109
PURB	7.67858147	7.105336998
PUS1	8.390375768	8.432790502
PUS3	8.726359253	8.097620053
PUS7L	7.410193924	6.364141243
PUSL1	7.991700556	8.084222555
PVR	8.445173175	6.916254827
PVRL1	5.9494578	5.255664858
PVRL2	9.570658517	9.23697138
PVRL3	7.836720875	3.823856118
PVRL4	4.94554804	5.570778407
PVT1	6.789098135	7.079870042
PWP1	7.741883034	7.488914585
PXDN	4.162787182	6.444589524
PXK	5.621624245	5.901846374
PXMP2	8.413175183	8.509087075
PXMP4	8.314267734	8.42425688
PXN	9.300985882	9.128939156
PXT1	3.672806089	3.784594034
PYCARD	5.136675651	9.270687552
PYCR1	8.170554986	8.40443175
PYCRL	6.477374093	7.051312831
PYGB	8.634002954	9.326057338
PYGL	8.615541792	6.692099145
PYGM	5.26241115	4.980734607
PYGO1	4.438022898	4.158709749
PYGO2	7.112536321	7.366806475
PYY	5.417119871	5.736025991
PYY2	5.154879353	5.530283328
QARS	10.67236268	10.37438251
QDPR	9.590858413	9.308699674
QKI	9.9892304	3.913384701
QPCT	4.122197214	8.498775261
QPCTL	4.587337411	4.474858176
QPRT	9.001968673	8.972051486
QRICH1	7.957532887	7.622315883
QRSL1	4.863536583	4.310646052
QTRT1	7.802857974	8.018404268
R3HDM1	9.110922207	9.091755551
R3HDM2	7.789893403	8.866331715
R3HDML	5.026739561	4.904302438
RAB10	11.51595224	11.61122045
RAB11A	8.859384569	9.718257426
RAB11B	4.37476659	4.44037963
RAB11FIP2	8.452851812	6.89083757
RAB11FIP4	6.983013913	6.858844907
RAB11FIP5	7.362691131	6.684125566
RAB13	10.46171854	10.69570958
RAB14	8.573106196	8.69909707
RAB15	8.669742827	8.839055811
RAB17	7.719955515	6.90884593
RAB18	5.315122883	4.648745829
RAB1A	10.13804931	9.328160805
RAB20	8.762521087	9.725412307
RAB21	6.717715198	6.078499125
RAB22A	7.884765331	7.829439004
RAB24	8.873402084	8.078142327
RAB25	9.60681126	9.736399873
RAB26	4.711908357	5.107426614
RAB27A	6.67009903	8.415376408
RAB27B	5.526835323	7.161243282
RAB28	6.506236248	6.554164124
RAB2B	7.902609186	8.445259082
RAB30	6.232751146	7.692494515
RAB31	6.209130639	5.157023899
RAB32	8.092169048	6.436643683
RAB33A	4.267659052	4.088162952
RAB33B	6.975163047	6.357200433
RAB34	4.554161084	4.189594186
RAB35	4.798876161	4.376554397
RAB36	5.293835096	5.148792541
RAB37	4.709089928	5.375321348
RAB38	4.614826673	4.361048171
RAB39B	3.32528506	3.495653888
RAB3A	6.303995295	6.152839206
RAB3B	7.59313123	3.59042561
RAB3C	3.477634336	3.464583349
RAB3D	7.49681888	7.05306605
RAB3GAP1	7.95524529	7.662297558
RAB3GAP2	4.638478778	4.329707796
RAB3IL1	5.915780623	6.10367196
RAB3IP	5.439266919	5.55933479
RAB40B	6.71177021	7.074399114
RAB40C	7.939865603	8.953549009
RAB42	6.44854072	5.717957646
RAB4A	8.512329125	8.501729233
RAB5A	7.272787246	5.992631441
RAB5B	8.234022377	7.92807861
RAB5C	8.685382426	8.643408952
RAB6A	11.10779751	10.79649757
RAB6B	5.179079477	4.349624195
RAB8A	9.799780411	10.12246317
RAB8B	6.157867347	4.252386101
RAB9A	9.229780732	9.28110256
RAB9B	5.78111743	5.406596149
RABEP1	7.315137257	8.216012175
RABEPK	8.453049824	9.034389346
RABGAP1	8.529268212	8.944959083
RABGAP1L	4.470838192	5.64109002
RABGEF1	7.675695178	7.728902285
RABGGTA	6.943920766	7.208365292
RABGGTB	8.950496828	8.720735949
RABIF	5.801430939	6.669526302
RABL3	6.061008818	6.595472022
RAC1	9.389960615	8.468426346
RAC2	5.4239763	9.004910585
RAC3	7.959628721	6.194190569
RACGAP1	10.81525388	10.6132936
RAD1	7.424976775	8.092106874
RAD17	7.620261347	6.885889643
RAD18	6.361222512	6.075557232
RAD21	8.500517625	8.104395591
RAD23A	8.558485812	8.746717911
RAD23B	9.543465975	9.153572969
RAD50	8.753195529	8.876346348
RAD51	3.923210321	4.515623035
RAD51AP1	9.836213255	8.431311017
RAD51C	8.892985278	9.254681793
RAD52	5.544159235	4.257894896
RAD54B	4.052031943	4.500272181
RAD54L	7.801102194	8.279613467
RAD9A	7.779651101	7.595772566
RAD9B	5.075310861	4.213291101
RAE1	9.941881486	9.78371864
RAET1E	4.308264645	4.558546842
RAF1	6.706432069	6.54123465
RAG1	3.59250512	3.935560436
RAI1	9.149572245	9.022657678
RAI14	8.781421189	7.672971676
RAI2	3.910147747	3.7978945
RALA	9.902200602	10.32284174
RALB	9.456366379	8.998740629
RALBP1	9.297370539	8.619068612
RALGDS	7.390840223	9.190553633
